dataset,earliness_factor,entropy_factor,ptsepsilon,accuracy,earliness
CricketY,0.8,0.1,10,0.7384615384615385,0.5989355444908142
CricketY,0.6,0.0,0,0.717948717948718,0.44387543201446533
NonInvasiveFatalECGThorax1,0.6,0.01,20,0.72264631043257,0.17377693951129913
UWaveGestureLibraryZ,0.7,0.0,0,0.6901172529313233,0.480819970369339
WordSynonyms,0.9,0.01,10,0.5689655172413793,1.0
GunPoint,0.8,0.01,0,0.9133333333333333,0.47290268540382385
FaceAll,0.8,0.01,0,0.9047337278106509,0.39401936531066895
MedicalImages,0.6,0.01,5,0.5144736842105263,0.0008467165753245354
Trace,0.6,0.01,0,0.72,0.2519673705101013
Lightning7,0.7,0.01,10,0.2602739726027397,0.0
SonyAIBORobotSurface2,0.7,0.0,0,0.7943336831059811,0.22215299308300018
Coffee,0.7,0.01,0,0.5357142857142857,0.0
CinCECGTorso,0.7,0.0,0,0.6833333333333333,0.5766642093658447
CricketZ,0.7,0.01,5,0.7666666666666667,0.4543322026729584
Adiac,0.8,0.0,0,0.329923273657289,0.29263541102409363
ECG200,0.7,0.01,10,0.79,0.22187501192092896
ItalyPowerDemand,0.7,0.0,0,0.5928085519922255,0.22551877796649933
UWaveGestureLibraryZ,0.8,0.01,10,0.72250139586823,1.0
InlineSkate,0.9,0.1,10,0.26545454545454544,0.4018508195877075
Trace,0.6,0.01,0,0.61,0.18139827251434326
ECGFiveDays,0.6,0.0,10,0.5551684088269454,0.05572081357240677
ECG200,0.6,0.0,0,0.64,0.0
CinCECGTorso,0.6,0.0,0,0.3927536231884058,0.06429074704647064
CricketZ,0.9,0.1,0,0.7564102564102564,0.6514208316802979
Adiac,0.9,0.0,0,0.1483375959079284,1.0
UWaveGestureLibraryZ,0.7,0.1,10,0.612786152987158,0.49579429626464844
SonyAIBORobotSurface2,0.8,0.1,10,0.8111227701993704,0.3830416798591614
Coffee,0.8,0.01,0,0.5357142857142857,0.0
MoteStrain,0.8,0.01,0,0.5391373801916933,0.0
SyntheticControl,0.6,0.1,0,0.87,0.3778778314590454
ItalyPowerDemand,0.6,0.01,5,0.5957240038872692,0.16436922550201416
ECG200,0.7,0.1,0,0.81,0.2856908142566681
NonInvasiveFatalECGThorax1,0.6,0.01,10,0.8300254452926209,0.17343585193157196
OSULeaf,0.9,0.01,0,0.6652892561983471,1.0
TwoPatterns,0.6,0.0,0,0.99925,1.0
NonInvasiveFatalECGThorax2,0.8,0.01,0,0.8442748091603054,0.21696613729000092
DiatomSizeReduction,0.9,0.1,10,0.9019607843137255,0.520337700843811
UWaveGestureLibraryZ,0.7,0.1,0,0.672250139586823,0.6664857864379883
OliveOil,0.8,0.1,10,0.4,0.0
FaceFour,0.7,0.01,20,0.6704545454545454,0.961825430393219
NonInvasiveFatalECGThorax2,0.8,0.01,0,0.8666666666666667,0.25532063841819763
CinCECGTorso,0.7,0.01,10,0.6094202898550725,0.49625635147094727
Trace,0.6,0.01,10,0.7,0.2458941638469696
ChlorineConcentration,0.6,0.0,0,0.5325520833333334,1.4204545550455805e-05
InlineSkate,0.7,0.01,10,0.21454545454545454,0.0749453604221344
SwedishLeaf,0.6,0.0,0,0.8096,0.3216998279094696
Lightning7,0.7,0.0,0,0.684931506849315,0.9999999403953552
FaceAll,0.8,0.01,20,0.8810650887573964,0.4523891806602478
Lightning2,0.9,0.01,0,0.8852459016393442,0.786258339881897
Trace,0.8,0.01,10,0.69,0.2770301103591919
NonInvasiveFatalECGThorax1,0.6,0.1,0,0.8254452926208652,0.34004268050193787
TwoPatterns,0.6,0.0,10,0.9005,1.0
TwoPatterns,0.8,0.1,0,0.81675,0.7500963807106018
ECGFiveDays,0.9,0.1,10,0.7073170731707317,0.6248382329940796
NonInvasiveFatalECGThorax2,0.9,0.01,10,0.8325699745547074,0.3885535001754761
Adiac,0.6,0.01,10,0.10485933503836317,0.20946231484413147
MedicalImages,0.6,0.01,5,0.5144736842105263,0.0
MedicalImages,0.7,0.1,0,0.7328947368421053,0.41769859194755554
ItalyPowerDemand,0.9,0.01,20,0.8241010689990281,0.9549983739852905
Lightning7,0.7,0.01,20,0.0958904109589041,0.0
UWaveGestureLibraryX,0.6,0.01,20,0.5871021775544388,0.3047468662261963
OliveOil,0.9,0.0,0,0.4,1.0
SonyAIBORobotSurface1,0.7,0.01,20,0.826955074875208,0.1069955825805664
Symbols,0.6,0.0,0,0.7045226130653266,0.2303818166255951
MoteStrain,0.7,0.1,0,0.46086261980830673,0.0
FacesUCR,0.9,0.01,0,0.8936585365853659,1.0
Lightning7,0.6,0.1,0,0.2602739726027397,0.0
ChlorineConcentration,0.6,0.01,10,0.5325520833333334,0.0
OliveOil,0.7,0.0,0,0.4,0.0
SonyAIBORobotSurface1,0.6,0.01,0,0.7886855241264559,0.10587815195322037
FiftyWords,0.8,0.01,5,0.6417582417582418,1.0
Symbols,0.8,0.01,5,0.7015075376884422,0.26540330052375793
Adiac,0.7,0.01,5,0.15089514066496162,0.3076746463775635
SwedishLeaf,0.8,0.0,10,0.8512,1.0
MoteStrain,0.9,0.1,0,0.8961661341853036,0.9999998807907104
MoteStrain,0.8,0.1,0,0.8258785942492013,0.42706137895584106
CricketZ,0.7,0.1,0,0.7564102564102564,0.5523191690444946
FaceFour,0.7,0.01,5,0.6704545454545454,1.0
Symbols,0.6,0.1,0,0.7557788944723618,0.3223377764225006
SyntheticControl,0.7,0.1,10,0.9133333333333333,0.4460275173187256
Coffee,0.8,0.01,5,0.4642857142857143,0.0
SwedishLeaf,0.7,0.01,0,0.8368,0.43159160017967224
WordSynonyms,0.8,0.01,20,0.219435736677116,0.0
SonyAIBORobotSurface2,0.8,0.0,0,0.8016789087093389,0.30297330021858215
TwoLeadECG,0.7,0.01,5,0.8138718173836699,0.4792128801345825
MedicalImages,0.7,0.0,10,0.5144736842105263,0.0
FaceFour,0.6,0.01,10,0.5909090909090909,0.1545785665512085
Haptics,0.8,0.01,0,0.38636363636363635,0.4106244146823883
Haptics,0.9,0.01,20,0.4383116883116883,0.6494907140731812
GunPoint,0.7,0.1,10,0.8533333333333334,0.5315626859664917
InlineSkate,0.7,0.0,0,0.15272727272727274,1.845944780143327e-06
UWaveGestureLibraryX,0.8,0.1,0,0.7582356225572306,0.6508393883705139
TwoPatterns,0.8,0.1,10,0.6185,0.5974783301353455
StarLightCurves,0.7,0.01,10,0.8455560951918407,0.076569564640522
FaceAll,0.9,0.0,10,0.8899408284023669,1.0
MoteStrain,0.6,0.1,0,0.46086261980830673,0.0
GunPoint,0.8,0.1,10,0.9,0.5192800760269165
FiftyWords,0.6,0.0,0,0.035164835164835165,0.0
FiftyWords,0.7,0.01,0,0.013186813186813187,0.0
TwoLeadECG,0.7,0.01,10,0.8235294117647058,0.5400524139404297
FaceAll,0.8,0.01,10,0.8680473372781065,0.3920634686946869
OliveOil,0.6,0.01,0,0.4,0.0
FacesUCR,0.9,0.0,0,0.8707317073170732,1.0
Trace,0.9,0.1,0,0.7,0.442461222410202
Trace,0.9,0.0,10,1.0,1.0
NonInvasiveFatalECGThorax1,0.8,0.1,0,0.8463104325699745,0.4491864740848541
Wafer,0.7,0.01,20,0.9605775470473719,0.1616811603307724
ECG200,0.8,0.1,10,0.82,0.49144741892814636
ECG200,0.7,0.01,5,0.66,0.0468750037252903
MoteStrain,0.8,0.01,5,0.8586261980830671,0.9999998807907104
WordSynonyms,0.9,0.01,10,0.5391849529780565,1.0
Lightning2,0.6,0.01,0,0.5409836065573771,0.017915716394782066
Beef,0.7,0.0,0,0.2,0.0
Adiac,0.6,0.0,0,0.017902813299232736,0.0
FacesUCR,0.6,0.1,10,0.7380487804878049,0.45251113176345825
FiftyWords,0.9,0.0,0,0.3868131868131868,1.0
Yoga,0.6,0.1,0,0.7186666666666667,0.3266637623310089
ItalyPowerDemand,0.9,0.0,0,0.782312925170068,1.0
MedicalImages,0.7,0.0,0,0.5144736842105263,0.00017272534023504704
SonyAIBORobotSurface2,0.8,0.01,0,0.8048268625393494,0.2993606925010681
UWaveGestureLibraryX,0.7,0.01,20,0.7171970965940815,0.5077326893806458
Adiac,0.7,0.1,0,0.37084398976982097,0.43432098627090454
ECG200,0.7,0.01,20,0.64,0.0001052631632774137
ItalyPowerDemand,0.8,0.01,20,0.8172983479105929,0.6215415000915527
DiatomSizeReduction,0.6,0.0,0,0.8104575163398693,0.21037527918815613
ItalyPowerDemand,0.7,0.01,20,0.8134110787172012,0.5053449869155884
FiftyWords,0.9,0.01,5,0.07472527472527472,0.0
Haptics,0.6,0.1,0,0.4383116883116883,0.38678044080734253
Haptics,0.9,0.01,5,0.40584415584415584,0.6207619309425354
UWaveGestureLibraryX,0.7,0.0,10,0.7610273590173088,1.0
WordSynonyms,0.8,0.01,5,0.5689655172413793,1.0
ChlorineConcentration,0.7,0.0,10,0.5325520833333334,0.0
UWaveGestureLibraryZ,0.9,0.01,5,0.7269681742043551,1.0
SwedishLeaf,0.9,0.01,5,0.84,0.6157857179641724
NonInvasiveFatalECGThorax1,0.9,0.1,0,0.8595419847328244,0.543937623500824
MoteStrain,0.6,0.01,10,0.46086261980830673,0.0
DiatomSizeReduction,0.6,0.01,0,0.8006535947712419,0.22274908423423767
SyntheticControl,0.6,0.01,5,0.8466666666666667,0.26622527837753296
InlineSkate,0.6,0.01,20,0.17454545454545456,0.12029130011796951
TwoPatterns,0.6,0.01,10,0.5035,0.4620964527130127
Haptics,0.7,0.01,10,0.42857142857142855,0.4392179846763611
TwoLeadECG,0.8,0.1,0,0.8893766461808604,0.5802012085914612
CricketZ,0.9,0.01,0,0.7512820512820513,1.0
StarLightCurves,0.8,0.01,5,0.9596891694997571,0.3480913043022156
SwedishLeaf,0.6,0.01,5,0.744,0.35698696970939636
NonInvasiveFatalECGThorax1,0.7,0.1,0,0.8513994910941476,0.38424235582351685
TwoLeadECG,0.9,0.1,0,0.8691834942932397,0.5374741554260254
FaceAll,0.7,0.01,10,0.8769230769230769,0.3621821403503418
ECG200,0.8,0.01,0,0.84,0.27393093705177307
DiatomSizeReduction,0.7,0.01,20,0.3300653594771242,0.2069828063249588
FacesUCR,0.9,0.0,0,0.8770731707317073,1.0
Coffee,0.6,0.1,0,0.4642857142857143,0.0
CricketX,0.6,0.1,0,0.6923076923076923,0.5001983046531677
UWaveGestureLibraryZ,0.6,0.01,10,0.5703517587939698,0.2989778518676758
ItalyPowerDemand,0.6,0.1,0,0.7696793002915452,0.45560771226882935
Lightning7,0.6,0.01,5,0.2602739726027397,0.0
CBF,0.6,0.01,5,0.33111111111111113,0.0
FiftyWords,0.8,0.01,20,0.07472527472527472,0.0
CricketX,0.9,0.0,0,0.7230769230769231,1.0
CinCECGTorso,0.9,0.0,10,0.8043478260869565,1.0
Wafer,0.7,0.0,0,0.8921155094094744,0.00014904951967764646
CBF,0.7,0.1,10,0.7544444444444445,0.4089397192001343
Coffee,0.7,0.01,20,0.5357142857142857,0.0
TwoPatterns,0.6,0.01,5,0.65075,0.54996258020401
CricketZ,0.8,0.01,5,0.6974358974358974,1.0
MedicalImages,0.8,0.01,0,0.7302631578947368,0.4712478220462799
UWaveGestureLibraryZ,0.6,0.01,5,0.5404801786711334,0.2932221293449402
UWaveGestureLibraryY,0.8,0.01,0,0.672250139586823,1.0
Beef,0.6,0.01,5,0.2,0.0
DiatomSizeReduction,0.6,0.01,10,0.8660130718954249,0.2863796055316925
Trace,0.6,0.01,5,0.45,0.05240647867321968
FaceAll,0.6,0.0,10,0.8591715976331361,0.27534157037734985
Lightning7,0.6,0.01,0,0.2602739726027397,0.0
OliveOil,0.7,0.1,10,0.4,0.0
Lightning7,0.8,0.01,5,0.0958904109589041,0.0
Beef,0.6,0.01,0,0.6666666666666666,1.0
Haptics,0.6,0.0,10,0.3409090909090909,0.20358331501483917
Haptics,0.9,0.01,0,0.45454545454545453,0.57243812084198
MedicalImages,0.7,0.01,10,0.65,0.2573784589767456
NonInvasiveFatalECGThorax2,0.6,0.01,5,0.8402035623409669,0.17783890664577484
ChlorineConcentration,0.8,0.1,0,0.5536458333333333,0.43934497237205505
FiftyWords,0.8,0.0,10,0.6417582417582418,1.0
Wafer,0.7,0.0,0,0.8921155094094744,1.7156778994831257e-05
CricketY,0.7,0.1,10,0.7051282051282052,0.5350125432014465
MoteStrain,0.8,0.01,0,0.46086261980830673,0.0
Coffee,0.8,0.01,10,0.5357142857142857,0.0
TwoLeadECG,0.6,0.01,10,0.6136962247585601,0.08921005576848984
GunPoint,0.6,0.1,10,0.92,0.47188836336135864
Lightning7,0.7,0.0,10,0.684931506849315,0.9999999403953552
MoteStrain,0.7,0.0,10,0.46086261980830673,0.0
ECGFiveDays,0.9,0.0,10,0.8048780487804879,1.0
SonyAIBORobotSurface1,0.7,0.01,0,0.8202995008319468,0.14224159717559814
TwoLeadECG,0.9,0.01,10,0.8252853380158033,0.8703839182853699
Coffee,0.6,0.01,5,0.5357142857142857,0.0
Beef,0.7,0.1,0,0.5333333333333333,1.0
SyntheticControl,0.6,0.01,10,0.8266666666666667,0.2586069703102112
Lightning7,0.9,0.01,20,0.684931506849315,0.9999999403953552
ECG200,0.9,0.0,10,0.85,1.0
TwoLeadECG,0.9,0.0,0,0.9859525899912204,1.0
CricketY,0.7,0.1,0,0.7205128205128205,0.6330958008766174
TwoLeadECG,0.8,0.0,0,0.9350307287093942,0.49522092938423157
Fish,0.7,0.01,0,0.7542857142857143,0.5397193431854248
CricketZ,0.9,0.01,0,0.7666666666666667,1.0
Symbols,0.6,0.0,10,0.7206030150753768,0.22687160968780518
FaceAll,0.8,0.0,10,0.8976331360946745,1.0
StarLightCurves,0.9,0.01,0,0.9476687712481787,0.3857642412185669
OliveOil,0.9,0.01,10,0.4,0.0
FaceFour,0.9,0.01,10,0.6818181818181818,1.0
NonInvasiveFatalECGThorax2,0.6,0.1,10,0.8351145038167939,0.3367977738380432
FacesUCR,0.6,0.01,5,0.7785365853658537,0.38788461685180664
NonInvasiveFatalECGThorax2,0.7,0.01,10,0.8346055979643766,0.18419691920280457
ChlorineConcentration,0.8,0.01,10,0.54375,0.06967172026634216
SwedishLeaf,0.7,0.1,0,0.8448,0.5049060583114624
ECGFiveDays,0.8,0.01,10,0.7038327526132404,0.5213547945022583
UWaveGestureLibraryX,0.8,0.01,10,0.7738693467336684,1.0
OSULeaf,0.8,0.01,20,0.6446280991735537,1.0
CricketX,0.8,0.01,20,0.7153846153846154,0.5795091390609741
CricketZ,0.7,0.01,20,0.7230769230769231,0.5411709547042847
Trace,0.9,0.1,10,0.8,0.567489743232727
ChlorineConcentration,0.6,0.01,5,0.5325520833333334,0.0006549873505719006
SyntheticControl,0.6,0.0,10,0.85,0.2965042293071747
SonyAIBORobotSurface2,0.6,0.1,0,0.8090241343126967,0.4112272262573242
Beef,0.6,0.01,20,0.5333333333333333,1.0
FiftyWords,0.6,0.01,10,0.07472527472527472,0.0
InlineSkate,0.8,0.01,0,0.1690909090909091,0.09918077290058136
Adiac,0.6,0.01,10,0.2608695652173913,0.21108317375183105
ItalyPowerDemand,0.9,0.01,10,0.7920310981535471,0.9538455009460449
FaceFour,0.7,0.01,0,0.7272727272727273,0.631904661655426
FacesUCR,0.8,0.01,10,0.864390243902439,1.0
CinCECGTorso,0.9,0.1,10,0.7181159420289855,0.521689236164093
FacesUCR,0.6,0.0,0,0.7780487804878049,0.3178957402706146
ItalyPowerDemand,0.6,0.01,5,0.5014577259475219,0.04033661261200905
Trace,0.9,0.01,0,0.72,0.33670729398727417
FiftyWords,0.6,0.0,0,0.013186813186813187,0.0
MoteStrain,0.6,0.1,0,0.46086261980830673,0.0
MoteStrain,0.7,0.01,20,0.46086261980830673,0.0
MoteStrain,0.6,0.01,0,0.46086261980830673,0.0
ECGFiveDays,0.8,0.01,10,0.5772357723577236,0.299113392829895
CricketX,0.6,0.01,20,0.7051282051282052,0.5006726980209351
Adiac,0.9,0.1,0,0.21994884910485935,0.6070584654808044
ItalyPowerDemand,0.8,0.1,10,0.7482993197278912,0.6037137508392334
OliveOil,0.6,0.01,10,0.4,0.0
TwoPatterns,0.9,0.01,10,0.96275,1.0
Mallat,0.6,0.1,0,0.6255863539445629,0.4618721604347229
FaceFour,0.6,0.01,20,0.5795454545454546,0.22460006177425385
Mallat,0.7,0.01,0,0.6409381663113006,0.4147872030735016
FaceFour,0.6,0.0,0,0.5227272727272727,0.18168975412845612
Trace,0.8,0.0,0,0.72,0.2839016914367676
NonInvasiveFatalECGThorax1,0.7,0.0,0,0.8274809160305343,0.15426281094551086
NonInvasiveFatalECGThorax2,0.8,0.01,10,0.8366412213740458,0.26610997319221497
SonyAIBORobotSurface2,0.8,0.01,0,0.8048268625393494,0.2916601598262787
Lightning7,0.7,0.01,0,0.2602739726027397,0.0
FaceFour,0.8,0.01,0,0.875,1.0
UWaveGestureLibraryY,0.9,0.01,5,0.6300949190396427,1.0
FiftyWords,0.6,0.1,0,0.004395604395604396,0.0
FiftyWords,0.9,0.01,10,0.5604395604395604,1.0
OliveOil,0.9,0.1,10,0.4,0.0
Yoga,0.6,0.01,5,0.538,0.056265316903591156
CBF,0.8,0.01,5,0.8733333333333333,1.0
MoteStrain,0.6,0.01,10,0.46086261980830673,0.0
InlineSkate,0.7,0.0,10,0.15454545454545454,0.0
Symbols,0.7,0.0,10,0.8231155778894472,0.4151768088340759
TwoLeadECG,0.8,0.01,5,0.7919227392449517,0.45916080474853516
Yoga,0.9,0.01,10,0.735,0.5404233932495117
CinCECGTorso,0.9,0.0,0,0.6927536231884058,1.0
ChlorineConcentration,0.6,0.01,5,0.5325520833333334,0.0015372475609183311
ECG200,0.9,0.1,0,0.87,0.5204769968986511
Symbols,0.6,0.01,20,0.671356783919598,0.1681942343711853
CricketY,0.9,0.0,0,0.6948717948717948,1.0
MedicalImages,0.8,0.01,0,0.7355263157894737,0.46330249309539795
ChlorineConcentration,0.6,0.01,0,0.5325520833333334,0.0
SyntheticControl,0.6,0.01,0,0.8633333333333333,0.22671255469322205
CinCECGTorso,0.9,0.1,0,0.6514492753623189,0.5245358347892761
NonInvasiveFatalECGThorax1,0.8,0.1,10,0.8290076335877863,0.43614986538887024
WordSynonyms,0.7,0.01,0,0.050156739811912224,0.0
SonyAIBORobotSurface1,0.8,0.01,0,0.8535773710482529,0.19709859788417816
Wafer,0.6,0.01,20,0.9200194678780013,0.07623200118541718
TwoPatterns,0.8,0.0,0,0.9975,1.0
Symbols,0.7,0.01,10,0.828140703517588,0.45224928855895996
UWaveGestureLibraryX,0.7,0.1,0,0.7448352875488554,0.6420896649360657
WordSynonyms,0.8,0.01,10,0.5768025078369906,1.0
UWaveGestureLibraryZ,0.8,0.01,5,0.714963707426019,0.9997361302375793
TwoLeadECG,0.8,0.01,10,0.858647936786655,0.4816022515296936
SonyAIBORobotSurface2,0.9,0.0,0,0.832109129066107,0.38940298557281494
Wafer,0.8,0.1,0,0.9737183646982479,0.33866214752197266
UWaveGestureLibraryX,0.9,0.01,0,0.788107202680067,1.0
SonyAIBORobotSurface2,0.8,0.01,20,0.789087093389297,0.2513280510902405
Mallat,0.8,0.1,10,0.6068230277185501,0.49483722448349
FaceFour,0.7,0.01,0,0.6931818181818182,0.21254177391529083
GunPoint,0.6,0.01,20,0.49333333333333335,0.030201343819499016
Yoga,0.7,0.01,0,0.6896666666666667,0.1889103651046753
TwoLeadECG,0.8,0.0,10,0.935908691834943,1.0
Fish,0.7,0.01,0,0.8,0.5214909315109253
FaceFour,0.8,0.1,0,0.7386363636363636,0.36052408814430237
GunPoint,0.6,0.01,10,0.49333333333333335,0.0383770577609539
SonyAIBORobotSurface2,0.6,0.01,20,0.6967471143756558,0.12986914813518524
SonyAIBORobotSurface1,0.7,0.1,0,0.8036605657237936,0.20413139462471008
MedicalImages,0.9,0.0,0,0.7263157894736842,1.0
MedicalImages,0.6,0.0,0,0.5144736842105263,0.0
WordSynonyms,0.6,0.01,10,0.219435736677116,0.0
WordSynonyms,0.7,0.01,20,0.219435736677116,0.0
Fish,0.8,0.01,0,0.88,0.5993453860282898
OliveOil,0.9,0.1,0,0.4,0.0
ECGFiveDays,0.8,0.1,0,0.7142857142857143,0.45531463623046875
StarLightCurves,0.7,0.01,5,0.9373482272948033,0.33358192443847656
Symbols,0.8,0.01,0,0.8130653266331658,0.45527324080467224
InlineSkate,0.8,0.1,0,0.20363636363636364,0.33065149188041687
StarLightCurves,0.9,0.01,0,0.9632102962603205,0.3156624436378479
Adiac,0.8,0.01,5,0.329923273657289,0.31289637088775635
OSULeaf,0.8,0.1,0,0.6322314049586777,0.6748479604721069
CricketY,0.7,0.0,10,0.735897435897436,1.0
DiatomSizeReduction,0.8,0.0,0,0.9183006535947712,0.3483254313468933
CricketY,0.8,0.1,0,0.7384615384615385,0.7007278203964233
FaceFour,0.8,0.1,0,0.7613636363636364,0.3129676282405853
WordSynonyms,0.9,0.01,20,0.219435736677116,0.0
ECG200,0.7,0.01,0,0.64,0.046052634716033936
SonyAIBORobotSurface1,0.7,0.01,0,0.8236272878535774,0.15425914525985718
TwoPatterns,0.7,0.01,5,0.96225,1.0
Adiac,0.9,0.0,0,0.20971867007672634,1.0
Fish,0.6,0.1,10,0.6228571428571429,0.45041415095329285
Coffee,0.8,0.0,0,0.5357142857142857,0.0
Trace,0.9,0.01,10,0.95,0.8316035866737366
ECG200,0.7,0.0,0,0.64,0.0005756579339504242
TwoLeadECG,0.9,0.01,5,0.9051799824407375,0.6836965084075928
FaceFour,0.6,0.0,0,0.6136363636363636,0.18554998934268951
Wafer,0.6,0.1,10,0.9599286177806619,0.24841000139713287
Yoga,0.7,0.0,10,0.5356666666666666,0.0007371192332357168
OSULeaf,0.6,0.0,0,0.6239669421487604,0.43599826097488403
Adiac,0.8,0.01,5,0.22762148337595908,0.3527517318725586
ChlorineConcentration,0.9,0.0,0,0.5325520833333334,3.156565435347147e-05
Lightning7,0.6,0.01,20,0.0958904109589041,0.0
FaceAll,0.9,0.01,5,0.9011834319526627,0.5465853810310364
UWaveGestureLibraryX,0.8,0.01,0,0.7643774427694026,1.0
UWaveGestureLibraryZ,0.8,0.0,0,0.6811836962590732,1.0
ECGFiveDays,0.7,0.0,0,0.586527293844367,0.11808186769485474
SonyAIBORobotSurface2,0.9,0.1,0,0.7995802728226653,0.40698373317718506
Lightning2,0.6,0.01,10,0.6229508196721312,0.03678872436285019
UWaveGestureLibraryZ,0.7,0.01,0,0.7071468453378001,0.5227630734443665
FiftyWords,0.7,0.1,0,0.07472527472527472,0.0
Symbols,0.9,0.1,0,0.8291457286432161,0.5074500441551208
Lightning2,0.6,0.0,0,0.5409836065573771,0.0
CricketZ,0.8,0.01,10,0.7564102564102564,1.0
Haptics,0.8,0.01,10,0.41883116883116883,0.5032418966293335
SonyAIBORobotSurface2,0.7,0.01,5,0.7534102833158447,0.20041275024414062
FaceFour,0.9,0.0,0,0.8522727272727273,1.0
ItalyPowerDemand,0.9,0.01,0,0.93488824101069,0.9993000626564026
FiftyWords,0.9,0.01,20,0.5582417582417583,1.0
UWaveGestureLibraryZ,0.9,0.01,0,0.7194304857621441,1.0
CinCECGTorso,0.7,0.0,10,0.686231884057971,0.522937536239624
MoteStrain,0.9,0.0,0,0.8666134185303515,0.9999998807907104
ECG200,0.6,0.0,10,0.64,8.223684562835842e-05
WordSynonyms,0.9,0.1,0,0.219435736677116,0.0
NonInvasiveFatalECGThorax2,0.8,0.0,0,0.8391857506361323,0.17182055115699768
UWaveGestureLibraryY,0.9,0.01,10,0.6518704634282524,1.0
SonyAIBORobotSurface2,0.7,0.01,0,0.7722980062959076,0.24187955260276794
CricketY,0.9,0.01,0,0.7025641025641025,1.0
ECG200,0.9,0.01,20,0.85,0.45361843705177307
MedicalImages,0.7,0.1,0,0.6828947368421052,0.3821437358856201
Symbols,0.8,0.0,10,0.8331658291457287,0.4574059247970581
SonyAIBORobotSurface1,0.8,0.01,10,0.7520798668885191,0.3072492480278015
Wafer,0.6,0.1,0,0.9670668397144712,0.2997218370437622
MoteStrain,0.9,0.1,10,0.8354632587859425,0.9999998807907104
MoteStrain,0.7,0.01,5,0.46086261980830673,0.0
UWaveGestureLibraryY,0.6,0.01,20,0.5343383584589615,0.38432520627975464
ChlorineConcentration,0.7,0.0,0,0.5325520833333334,0.0
StarLightCurves,0.6,0.0,0,0.8355998057309374,0.016679873690009117
WordSynonyms,0.6,0.01,20,0.219435736677116,0.0
GunPoint,0.6,0.01,0,0.92,0.4073825478553772
TwoPatterns,0.7,0.01,10,0.95825,1.0
FacesUCR,0.7,0.1,10,0.7146341463414634,0.4044193923473358
FacesUCR,0.6,0.01,0,0.7682926829268293,0.30734097957611084
FaceFour,0.7,0.0,0,0.8977272727272727,1.0
SwedishLeaf,0.8,0.01,0,0.8608,0.5084550976753235
CinCECGTorso,0.6,0.01,10,0.5927536231884057,0.39676687121391296
Wafer,0.6,0.01,10,0.9068786502271252,0.057350821793079376
OliveOil,0.7,0.01,20,0.4,0.0
Symbols,0.6,0.01,20,0.7829145728643216,0.3279672861099243
OliveOil,0.7,0.01,0,0.4,0.0
InlineSkate,0.6,0.1,10,0.20545454545454545,0.22461888194084167
MedicalImages,0.8,0.01,10,0.7052631578947368,0.48886585235595703
Adiac,0.7,0.01,10,0.2020460358056266,0.22098705172538757
SonyAIBORobotSurface1,0.8,0.0,10,0.8718801996672213,0.1428241729736328
WordSynonyms,0.7,0.01,10,0.219435736677116,0.0
CinCECGTorso,0.9,0.01,10,0.6884057971014492,0.7696774005889893
UWaveGestureLibraryY,0.8,0.0,0,0.672250139586823,1.0
Trace,0.7,0.1,0,0.65,0.33876025676727295
SyntheticControl,0.9,0.01,20,0.95,1.0
Fish,0.8,0.1,0,0.8114285714285714,0.5992552042007446
CBF,0.9,0.0,10,0.8344444444444444,1.0
FaceFour,0.7,0.1,0,0.7386363636363636,0.3810192048549652
ECG200,0.9,0.0,0,0.84,1.0
Beef,0.9,0.0,0,0.5666666666666667,1.0
ECGFiveDays,0.9,0.01,5,0.6736353077816493,0.578893780708313
Wafer,0.6,0.01,10,0.8932511356262167,0.04090926796197891
SwedishLeaf,0.9,0.1,0,0.8864,0.6213966608047485
Trace,0.9,0.01,0,0.72,0.3434363603591919
Lightning7,0.8,0.01,10,0.2602739726027397,0.0
CricketX,0.8,0.01,0,0.7538461538461538,0.5404285788536072
Coffee,0.9,0.01,10,0.5357142857142857,0.0
Symbols,0.6,0.01,10,0.7778894472361809,0.3012682795524597
TwoPatterns,0.8,0.01,5,0.975,1.0
Wafer,0.7,0.01,10,0.9792342634652823,0.21968355774879456
Fish,0.6,0.1,0,0.7542857142857143,0.430295467376709
Fish,0.8,0.01,0,0.8171428571428572,0.5448224544525146
SonyAIBORobotSurface1,0.7,0.0,0,0.8169717138103162,0.12635202705860138
SonyAIBORobotSurface1,0.8,0.01,0,0.8535773710482529,0.20639778673648834
Yoga,0.8,0.0,10,0.7916666666666666,0.40047794580459595
Lightning2,0.8,0.01,10,0.6065573770491803,0.06332258880138397
Mallat,0.9,0.01,0,0.7714285714285715,1.0
InlineSkate,0.7,0.1,10,0.19636363636363635,0.3116280734539032
Mallat,0.6,0.01,5,0.13901918976545843,0.036202289164066315
WordSynonyms,0.9,0.1,0,0.39655172413793105,1.0
CricketZ,0.6,0.01,10,0.7128205128205128,0.4531906545162201
InlineSkate,0.7,0.1,0,0.23272727272727273,0.23204387724399567
SyntheticControl,0.6,0.01,10,0.83,0.28654661774635315
SonyAIBORobotSurface2,0.6,0.1,0,0.8279118572927597,0.4103691279888153
OSULeaf,0.6,0.01,0,0.6157024793388429,0.39773350954055786
ItalyPowerDemand,0.6,0.0,10,0.6025267249757046,0.17000986635684967
SwedishLeaf,0.7,0.0,10,0.8544,0.43547287583351135
